Files already downloaded and verified
EMNIST R27 [comm_greedy - static]: t=12542.85s, loss=0.4796, acc=0.8419, jfi=0.4000, auc=0.9957, roc=0.9966
EMNIST R28 [comm_greedy - static]: t=13007.40s, loss=0.4779, acc=0.8408, jfi=0.4000, auc=0.9958, roc=0.9967
EMNIST R29 [comm_greedy - static]: t=13471.95s, loss=0.4640, acc=0.8462, jfi=0.4000, auc=0.9959, roc=0.9969
EMNIST R30 [comm_greedy - static]: t=13936.50s, loss=0.4656, acc=0.8413, jfi=0.4000, auc=0.9959, roc=0.9968
EMNIST R31 [comm_greedy - static]: t=14401.05s, loss=0.4536, acc=0.8495, jfi=0.4000, auc=0.9960, roc=0.9969
EMNIST R32 [comm_greedy - static]: t=14865.60s, loss=0.4453, acc=0.8517, jfi=0.4000, auc=0.9961, roc=0.9971
EMNIST R33 [comm_greedy - static]: t=15330.15s, loss=0.4484, acc=0.8502, jfi=0.4000, auc=0.9962, roc=0.9970
EMNIST R34 [comm_greedy - static]: t=15794.70s, loss=0.4399, acc=0.8526, jfi=0.4000, auc=0.9962, roc=0.9971
EMNIST R35 [comm_greedy - static]: t=16259.25s, loss=0.4336, acc=0.8538, jfi=0.4000, auc=0.9963, roc=0.9972
EMNIST R36 [comm_greedy - static]: t=16723.80s, loss=0.4303, acc=0.8556, jfi=0.4000, auc=0.9963, roc=0.9973
EMNIST R37 [comm_greedy - static]: t=17188.35s, loss=0.4262, acc=0.8562, jfi=0.4000, auc=0.9964, roc=0.9973
EMNIST R38 [comm_greedy - static]: t=17652.90s, loss=0.4256, acc=0.8570, jfi=0.4000, auc=0.9964, roc=0.9973
EMNIST R39 [comm_greedy - static]: t=18117.45s, loss=0.4162, acc=0.8608, jfi=0.4000, auc=0.9965, roc=0.9974
EMNIST R40 [comm_greedy - static]: t=18582.00s, loss=0.4194, acc=0.8594, jfi=0.4000, auc=0.9965, roc=0.9974
EMNIST R41 [comm_greedy - static]: t=19046.55s, loss=0.4105, acc=0.8623, jfi=0.4000, auc=0.9965, roc=0.9975
EMNIST R42 [comm_greedy - static]: t=19511.10s, loss=0.4102, acc=0.8611, jfi=0.4000, auc=0.9966, roc=0.9975
EMNIST R43 [comm_greedy - static]: t=19975.65s, loss=0.4072, acc=0.8620, jfi=0.4000, auc=0.9966, roc=0.9975
EMNIST R44 [comm_greedy - static]: t=20440.20s, loss=0.4055, acc=0.8622, jfi=0.4000, auc=0.9967, roc=0.9976
EMNIST R45 [comm_greedy - static]: t=20904.75s, loss=0.4019, acc=0.8638, jfi=0.4000, auc=0.9967, roc=0.9976
EMNIST R46 [comm_greedy - static]: t=21369.30s, loss=0.3986, acc=0.8645, jfi=0.4000, auc=0.9967, roc=0.9976
EMNIST R47 [comm_greedy - static]: t=21833.85s, loss=0.3938, acc=0.8676, jfi=0.4000, auc=0.9968, roc=0.9977
EMNIST R48 [comm_greedy - static]: t=22298.40s, loss=0.3925, acc=0.8669, jfi=0.4000, auc=0.9968, roc=0.9977
EMNIST R49 [comm_greedy - static]: t=22762.95s, loss=0.3904, acc=0.8667, jfi=0.4000, auc=0.9968, roc=0.9977
EMNIST R50 [comm_greedy - static]: t=23227.50s, loss=0.3890, acc=0.8680, jfi=0.4000, auc=0.9968, roc=0.9977
EMNIST R1 [rbff - static]: t=576.67s, loss=3.6816, acc=0.1992, jfi=0.4000, auc=0.8740, roc=0.8043
EMNIST R2 [rbff - static]: t=951.97s, loss=1.7324, acc=0.5219, jfi=0.6400, auc=0.9604, roc=0.9596
EMNIST R3 [rbff - static]: t=1583.87s, loss=1.3279, acc=0.6156, jfi=0.8000, auc=0.9740, roc=0.9748
EMNIST R4 [rbff - static]: t=2060.25s, loss=1.2036, acc=0.6442, jfi=0.8000, auc=0.9787, roc=0.9791
EMNIST R5 [rbff - static]: t=2493.95s, loss=1.0863, acc=0.6804, jfi=0.8000, auc=0.9820, roc=0.9829
EMNIST R6 [rbff - static]: t=3021.91s, loss=1.0063, acc=0.7036, jfi=0.8471, auc=0.9844, roc=0.9855
EMNIST R7 [rbff - static]: t=3644.12s, loss=0.9364, acc=0.7204, jfi=0.8167, auc=0.9866, roc=0.9874
EMNIST R8 [rbff - static]: t=4072.19s, loss=0.8662, acc=0.7380, jfi=0.8258, auc=0.9882, roc=0.9892
EMNIST R9 [rbff - static]: t=4489.97s, loss=0.8193, acc=0.7460, jfi=0.8416, auc=0.9894, roc=0.9903
EMNIST R10 [rbff - static]: t=5044.26s, loss=0.7759, acc=0.7613, jfi=0.8163, auc=0.9904, roc=0.9914
EMNIST R11 [rbff - static]: t=5570.19s, loss=0.7484, acc=0.7670, jfi=0.8417, auc=0.9912, roc=0.9920
EMNIST R12 [rbff - static]: t=6073.84s, loss=0.7240, acc=0.7730, jfi=0.8409, auc=0.9917, roc=0.9925
EMNIST R13 [rbff - static]: t=6559.91s, loss=0.6904, acc=0.7859, jfi=0.8667, auc=0.9925, roc=0.9933
EMNIST R14 [rbff - static]: t=7182.12s, loss=0.6607, acc=0.7901, jfi=0.8476, auc=0.9930, roc=0.9938
EMNIST R15 [rbff - static]: t=7557.42s, loss=0.6293, acc=0.8004, jfi=0.8612, auc=0.9934, roc=0.9943
EMNIST R16 [rbff - static]: t=8134.08s, loss=0.6080, acc=0.8075, jfi=0.8359, auc=0.9937, roc=0.9947
EMNIST R17 [rbff - static]: t=8582.26s, loss=0.5979, acc=0.8096, jfi=0.8407, auc=0.9941, roc=0.9949
EMNIST R18 [rbff - static]: t=9108.19s, loss=0.5698, acc=0.8170, jfi=0.8554, auc=0.9944, roc=0.9953
EMNIST R19 [rbff - static]: t=9611.84s, loss=0.5611, acc=0.8171, jfi=0.8544, auc=0.9946, roc=0.9955
EMNIST R20 [rbff - static]: t=10080.26s, loss=0.5436, acc=0.8246, jfi=0.8466, auc=0.9948, roc=0.9957
EMNIST R21 [rbff - static]: t=10637.73s, loss=0.5316, acc=0.8253, jfi=0.8501, auc=0.9950, roc=0.9959
EMNIST R22 [rbff - static]: t=11095.42s, loss=0.5246, acc=0.8291, jfi=0.8662, auc=0.9952, roc=0.9961
EMNIST R23 [rbff - static]: t=11672.08s, loss=0.5147, acc=0.8308, jfi=0.8481, auc=0.9953, roc=0.9962
EMNIST R24 [rbff - static]: t=11997.54s, loss=0.4992, acc=0.8367, jfi=0.8565, auc=0.9955, roc=0.9964
EMNIST R25 [rbff - static]: t=12633.75s, loss=0.4969, acc=0.8369, jfi=0.8562, auc=0.9956, roc=0.9964
EMNIST R26 [rbff - static]: t=13155.66s, loss=0.4850, acc=0.8406, jfi=0.8584, auc=0.9957, roc=0.9966
EMNIST R27 [rbff - static]: t=13607.85s, loss=0.4729, acc=0.8441, jfi=0.8679, auc=0.9958, roc=0.9968
EMNIST R28 [rbff - static]: t=14117.33s, loss=0.4755, acc=0.8430, jfi=0.8651, auc=0.9959, roc=0.9967
EMNIST R29 [rbff - static]: t=14647.83s, loss=0.4661, acc=0.8435, jfi=0.8615, auc=0.9960, roc=0.9969
EMNIST R30 [rbff - static]: t=15073.78s, loss=0.4564, acc=0.8463, jfi=0.8592, auc=0.9961, roc=0.9970
EMNIST R31 [rbff - static]: t=15535.54s, loss=0.4561, acc=0.8473, jfi=0.8609, auc=0.9961, roc=0.9970
EMNIST R32 [rbff - static]: t=16171.75s, loss=0.4482, acc=0.8505, jfi=0.8605, auc=0.9962, roc=0.9971
