round,time,loss,acc,jfi
1,220.3488682281882,2.280488861465454,0.16414,0.4
2,350.8614848971336,2.2514385285949707,0.19336,0.8
3,588.8230204531129,2.1092946375274657,0.25704,0.8
4,714.6496886438379,2.041366216659546,0.27568,0.8
5,983.4217066632298,1.974190800552368,0.2838,0.8
6,1093.3706544326424,1.9659727949523926,0.30758,0.8727272727272727
7,1338.919914545475,1.895414767074585,0.32934,0.8711111111111111
8,1469.4325312144204,1.8599710525894164,0.34594,0.9142857142857143
9,1689.7813994426085,1.8206769491958619,0.34774,0.8756756756756757
10,1764.4190855510635,1.7918174795532227,0.36966,0.8602150537634409
11,2101.9927529805163,1.7508659038543701,0.37056,0.88
12,2211.941700749929,1.7200295550918578,0.39394,0.9070866141732283
13,2388.3846754225674,1.6757996646499633,0.40314,0.895364238410596
14,2555.351404877776,1.6840378307724,0.40646,0.8858757062146893
15,2808.3524457598955,1.6147792370224,0.42302,0.9
16,2882.9901318683505,1.6133869594573975,0.43092,0.8904347826086957
17,3159.2139306570293,1.5624172562408447,0.44542,0.896124031007752
18,3233.8516167654843,1.576258059654236,0.43918,0.8876712328767123
19,3506.955721739854,1.5407600647735595,0.4531,0.9081761006289308
20,3677.976703733982,1.528016901626587,0.45538,0.9090909090909091
21,3857.817206636988,1.5204776257705688,0.44906,0.9046153846153846
22,4095.7787421929675,1.563319306678772,0.43762,0.9004651162790698
23,4221.605410383692,1.4688916486358643,0.47392,0.8947145877378435
24,4446.640227090101,1.486974793739319,0.46784,0.8982456140350877
25,4600.326376172497,1.4347127548980714,0.49136,0.9025270758122743
26,4788.791333251848,1.4382434138488769,0.48994,0.9135135135135135
27,5016.591982249323,1.4210629971313478,0.49322,0.908411214953271
28,5145.243503070059,1.4133633349990844,0.49378,0.9037463976945245
29,5363.399214607538,1.3852498606491088,0.50908,0.900669344042838
30,5565.211273407387,1.3745536559295655,0.50992,0.9056603773584906
31,5691.037941598112,1.3615324879837036,0.51884,0.9012895662368112
32,5936.175822396772,1.3550402769851684,0.5143,0.9092119866814651
33,6066.361379156549,1.3716969451522827,0.5166,0.9046728971962616
34,6263.814549387346,1.36476610496521,0.50738,0.9093411996066864
35,6478.572732694457,1.3070676388168334,0.5359,0.9048938134810711
36,6658.5819278400295,1.336487170524597,0.51874,0.9023498694516972
37,6740.807338505338,1.3889217203521729,0.5107,0.8991789819376026
38,7070.793281377937,1.3031385773086548,0.53586,0.9025
39,7184.932425473836,1.266481390991211,0.55244,0.9094170403587444
40,7357.185203819989,1.3067815939331056,0.528,0.9058740268931351
41,7571.943387127099,1.2848684032058715,0.54882,0.9019450033534541
42,7679.233245889485,1.2610134949493408,0.55288,0.9104516129032258
43,7899.582114117674,1.250073554725647,0.5556,0.9025015253203172
44,8171.751660367433,1.4880434488677978,0.49556,0.9009889470622455
45,8234.397186350929,1.2232260514068602,0.56828,0.9101123595505618
46,8475.756250137276,1.2250349714660644,0.56236,0.9096184846856529
47,8598.185390097633,1.2051119647979736,0.57544,0.905327868852459
48,8874.409188886311,1.2694846985244752,0.54496,0.9070866141732283
49,9018.15316043496,1.2297693532180787,0.56504,0.906465313827277
50,9194.596135107598,1.4078465935516358,0.49788,0.9029345372460497
