round,time,loss,acc,jfi
1,160.17123927173873,2.6809306021118164,0.1314,0.4
2,353.81563733430903,2.587739951019287,0.1045,0.64
3,572.3397970772603,2.9568843152618407,0.1391,0.8
4,769.1280773500126,3.0485931020355226,0.10502,0.7529411764705882
5,901.2162345649128,3.316608750152588,0.14652,0.8
6,1137.4991430733653,3.3524600054168703,0.10876,0.8
7,1293.1562668171991,2.83971677444458,0.142,0.8521739130434782
8,1456.1205141117755,3.9529065156555174,0.1014,0.8533333333333334
9,1725.6107773529604,2.5184191722106934,0.1689,0.9126760563380282
10,1916.525647105699,2.5406687287902834,0.17928,0.9523809523809523
11,2081.275224604846,3.6164574501037596,0.136,0.9490196078431372
12,2234.1069007224805,3.112882842025757,0.14414,0.96
13,2361.048993322783,2.9580175743103028,0.16406,0.9657142857142857
14,2563.436725466875,3.0538480200958253,0.1977,0.9739130434782609
15,2791.4549364908385,3.2732494694519043,0.14578,0.9836065573770492
16,2955.903393183549,2.9796549922943116,0.21178,0.9752380952380952
17,3140.4948570873044,2.5950827082824706,0.19392,0.9796610169491525
18,3261.9948485973696,2.977914125213623,0.20844,0.9707865168539326
19,3413.4396018417165,2.6151398988342285,0.19756,0.9626666666666667
20,3608.0429154279514,3.108897666549683,0.2059,0.960960960960961
21,3787.113311960707,2.79499811668396,0.18644,0.9560975609756097
22,3973.4987650097733,2.764559645462036,0.23604,0.96318407960199
23,4207.431098808742,2.5542255876159667,0.2462,0.9773672055427252
24,4440.698594639312,3.372085182571411,0.1913,0.9680672268907563
25,4639.58845318305,2.907894966964722,0.18378,0.9727626459143969
26,4796.453281812435,2.7568123737335206,0.2144,0.976173285198556
27,4990.556887371561,2.5997565460968017,0.19218,0.978523489932886
28,5234.895480112848,2.6377612658691407,0.24758,0.9754276827371695
29,5370.063642935209,2.4089866468811034,0.28072,0.9722543352601156
30,5589.463469024118,2.7638537002563477,0.24542,0.9703504043126685
31,5734.731517103145,4.4120916859436035,0.12948,0.969482976040353
32,5975.860608395445,2.8904996504211424,0.2201,0.9706161137440759
33,6190.816059810509,2.8596777381896974,0.21204,0.9766816143497757
34,6367.3820170177805,3.11698038772583,0.15742,0.9827842720510096
35,6544.414054145892,2.5560178410339356,0.22982,0.98
36,6750.9401949269,2.760400175933838,0.20882,0.9799621928166352
37,6956.5197694059,2.80761286819458,0.26238,0.9804834377797672
38,7190.963322197108,2.5668834400177003,0.28322,0.979813401187447
39,7359.180305068721,2.686440379714966,0.20762,0.9812903225806452
40,7498.072322875056,3.0480088667297363,0.2601,0.9815950920245399
41,7675.880363447466,3.26889714302063,0.24574,0.9801749271137026
42,7840.658651412301,2.2521431800842286,0.3329,0.9834146341463414
43,8012.632024138036,3.650783765411377,0.1898,0.9828571428571429
44,8201.916710029978,2.4076687199401854,0.2854,0.9790139064475347
45,8408.495588360669,2.3261634895324708,0.3163,0.9794437726723095
46,8599.828466138842,3.5589775678253175,0.24994,0.9819025522041763
47,8801.97770052384,2.7064406858825683,0.29686,0.978516057585825
48,8966.39644252049,2.4914072733306885,0.26466,0.98304
49,9208.859993919463,2.7209974012756346,0.2378,0.98
50,9361.43917897351,2.8905925481414796,0.25452,0.9803921568627451
