round,time,loss,acc,jfi
1,308.3301578240846,2.2874500728607177,0.1536,0.4
2,627.7182299416166,2.240432573445638,0.40658333333333335,0.5
3,1026.168453002367,2.1264194129943847,0.61045,0.6
4,1318.9515261000809,1.9232707860946656,0.6230833333333333,0.6956521739130435
5,1590.596084210496,1.6535462381362915,0.6175,0.7299270072992701
6,1872.0876198546266,1.3818981307347615,0.6268,0.7578947368421053
7,2133.976923477567,1.1636980147679648,0.6487333333333334,0.7716535433070866
8,2495.710824358292,1.0044646670659383,0.6844833333333333,0.8050314465408805
9,2752.026211925325,0.9318780561129252,0.6978,0.8372093023255814
10,3047.7305751655986,0.8691775937716166,0.7185833333333334,0.8565310492505354
11,3338.1539824613556,0.8275846899986267,0.7242166666666666,0.8612099644128114
12,3640.2060705179315,0.7979372993469238,0.70435,0.8767123287671232
13,3914.1294468256556,0.762781376806895,0.7284166666666667,0.892998678996037
14,4168.021337045656,0.7467857604026794,0.7330333333333333,0.9053117782909931
15,4505.696661062609,0.7396150662422181,0.73365,0.9081735620585267
16,4828.169054150351,0.7235703420003256,0.7314,0.9167412712623098
17,5098.343422196841,0.6972807302157085,0.7476166666666667,0.9203821656050956
18,5478.233807232066,0.6834172022819519,0.7503666666666666,0.9250535331905781
19,5820.315117950967,0.6772832446098328,0.7551333333333333,0.9310122501611864
20,6109.279222655228,0.698267944018046,0.7443333333333333,0.9291521486643438
21,6478.515738596317,0.651953489780426,0.76345,0.9333333333333333
22,6712.83705863274,0.6455132071812948,0.7629333333333334,0.9366231253023706
23,7011.331071741628,0.6404424336433411,0.7684833333333333,0.9404444444444444
24,7321.609506957515,0.6379502980868021,0.7628333333333334,0.9438754608766898
25,7494.0833666337985,0.6340320446968079,0.7696,0.9444654325651681
26,7821.048067152066,0.6240736743291219,0.7732666666666667,0.9484391441599439
27,8187.674091491849,0.6275428287188212,0.7718833333333334,0.9482926829268292
28,8518.095011433326,0.6127108619689942,0.7767166666666667,0.9491525423728814
29,8805.304111022639,0.611043972937266,0.7721,0.9562251279135873
30,9213.064554862161,0.6101850719134013,0.7682333333333333,0.9589770911028237
31,9428.006443383316,0.6016158123334249,0.7751666666666667,0.9578868676800398
32,9707.11757639805,0.5947356491088868,0.77915,0.9581286549707603
33,9928.111349490071,0.5927456625302633,0.7830333333333334,0.9582050153981522
34,10194.383172618931,0.5879537165959676,0.7856333333333333,0.9585406301824212
35,10608.448203301568,0.5833449284553528,0.7837333333333333,0.9605959615761616
36,10925.942006282816,0.5800447370847066,0.7879166666666667,0.9616026711185309
37,11141.329330675078,0.5768516414960225,0.7865833333333333,0.9618830142279993
38,11401.251640503957,0.5732015132904053,0.7866666666666666,0.9642737896494157
39,11651.591883647256,0.5714951267878214,0.7907166666666666,0.9654078070453824
40,12031.946487269313,0.5738920140266418,0.7908166666666666,0.9641458270563422
41,12315.118721487372,0.5675000852266947,0.7849,0.9672036823935558
42,12783.80105673453,0.5674122138659159,0.7825166666666666,0.9686985172981878
43,13057.971803696653,0.5678171868960062,0.79035,0.9707310670691692
44,13332.653841203983,0.5553056024710338,0.79185,0.9687265449086815
45,13674.817015257391,0.5563750951925913,0.79825,0.9697114809050641
46,13920.439178649462,0.5500286491394043,0.7996666666666666,0.971868182340108
47,14136.972033601889,0.5676733800411224,0.7856333333333333,0.9723781225927148
48,14369.694932574488,0.5455028533776601,0.8008833333333333,0.9722544572212258
49,14661.741531275597,0.5434357142130534,0.80045,0.9737402413058907
50,14901.95531034116,0.5393583059310914,0.8050333333333334,0.9755145839430299
