round,time,loss,acc,jfi
1,269.8474320064487,2.301366699371338,0.12086,0.4
2,542.4092751603173,2.2991910694122315,0.11786,0.6153846153846154
3,815.3410905928854,2.2968912468719482,0.10892,0.7058823529411765
4,1098.4368943877362,2.2946683125305176,0.10822,0.7619047619047619
5,1435.3297842932998,2.2922394312286376,0.11116,0.8
6,1740.0919098661125,2.289546756439209,0.11186,0.8372093023255814
7,2041.896058100424,2.2863162295532224,0.11928,0.8340425531914893
8,2346.021792224294,2.2825422819519043,0.12418,0.8590604026845637
9,2635.7848643847965,2.2776828531646727,0.13974,0.8617021276595744
10,2929.8066464726785,2.271923446044922,0.14596,0.898876404494382
11,3242.8812751147775,2.2647190516662596,0.18168,0.9029850746268657
12,3549.0250280409637,2.2557520789337158,0.18274,0.9014084507042254
13,3857.151673415054,2.2446477381134033,0.21258,0.9037433155080213
14,4180.627666939399,2.2310006590270994,0.24374,0.9116279069767442
15,4469.178926005877,2.213369243392944,0.23348,0.9164969450101833
16,4792.500532286491,2.193410238265991,0.24134,0.9250225835591689
17,5104.1626718347,2.170008073654175,0.25974,0.9270248596631917
18,5358.981238523414,2.1439055132293703,0.25322,0.927038626609442
19,5650.228239650006,2.116403833999634,0.25828,0.9244558258642765
20,5955.489132195198,2.091824282913208,0.27006,0.9313154831199069
21,6238.491407015813,2.0692118735504152,0.27164,0.939297124600639
22,6522.486424974783,2.048224409942627,0.27746,0.9416342412451362
23,6815.140872526264,2.0302318159484862,0.27858,0.9480286738351255
24,7100.240093768015,2.016278798980713,0.28466,0.9536423841059603
25,7410.574323610552,2.0122411031341554,0.28566,0.9611687812379854
26,7711.707497626464,1.995735835723877,0.2897,0.9646806992508027
27,7991.40642296386,1.9844900352478028,0.29106,0.96588274263001
28,8264.990750798419,1.9768890069580078,0.29844,0.9682000617474529
29,8554.648805283077,1.9698874531555175,0.30074,0.9688940092165899
30,8803.899625391312,1.9636363654327393,0.30176,0.9685230024213075
31,9094.555502631883,1.9623520606994629,0.30198,0.9680181314530345
32,9398.534040576407,1.9493775439453125,0.30982,0.9710763394973921
33,9678.546866483695,1.9444700561523438,0.30498,0.9671403197158082
34,9991.388395797396,1.93647739402771,0.31446,0.9677689409794893
35,10297.922202053316,1.9284902677917481,0.31658,0.9701049297168878
36,10593.829945044214,1.9216132202911378,0.32534,0.970241437394722
37,10890.277237350476,1.9152441441345214,0.32514,0.9676621311185721
38,11188.2480232206,1.906771989212036,0.33024,0.9681528662420382
39,11530.607527850338,1.899836287689209,0.33552,0.9690984389933099
40,11841.141971664398,1.8951886740112305,0.33458,0.9699909063352531
41,12127.001533937226,1.8873162889099122,0.33852,0.968596946125036
42,12403.54434935618,1.8788064491271972,0.33682,0.9704304772383441
43,12693.824347228225,1.8774134324645997,0.3419,0.9723902182487509
44,12986.148463356101,1.864627244796753,0.34518,0.9734758013827781
45,13260.81739285314,1.8552205877685546,0.35114,0.9722722362261433
46,13547.66903144654,1.853119086265564,0.35066,0.9698636415721325
47,13834.117785796418,1.841857883644104,0.3586,0.9694974764099188
48,14134.106047170695,1.8414822619628906,0.35786,0.9710251817511326
49,14424.116363761294,1.8275972842025756,0.35552,0.9703950692128928
50,14688.887322428533,1.8213491705703735,0.36598,0.972100709633518
