round,time,loss,acc,jfi
1,185.5929444845096,2.420325133895874,0.10003333333333334,0.4
2,396.72881435513756,2.6299641677856447,0.2660166666666667,0.64
3,556.825040913171,1.9590646762212118,0.17643333333333333,0.72
4,809.0508388424543,2.3287995553334553,0.20936666666666667,0.8
5,1019.5360806127331,1.605809134165446,0.36215,0.8333333333333334
6,1230.6719504833611,2.0573042002360027,0.2619,0.8470588235294118
7,1390.7681770413947,1.5826333834966024,0.44105,0.8521739130434782
8,1643.227619728058,1.8651931488672893,0.33795,0.8533333333333334
9,1828.5869194551874,1.6392014764785767,0.4202166666666667,0.8307692307692308
10,2014.4597161567194,2.6619030526479084,0.3755,0.8602150537634409
11,2244.5606884341396,1.470832765642802,0.45431666666666665,0.872072072072072
12,2433.667398725339,1.1993633681615194,0.5559333333333333,0.8533333333333334
13,2661.0326890215665,1.3806488562266033,0.5421833333333334,0.8779220779220779
14,2821.1289155796,1.5264220158894857,0.5171,0.8759776536312849
15,3045.276139404138,1.255222754987081,0.45935,0.861244019138756
16,3267.610534853562,1.264985980161031,0.5318666666666667,0.8714893617021277
17,3449.9695657484044,1.7902355649312338,0.52625,0.8790874524714829
18,3655.072051707823,1.7868599108378092,0.43988333333333335,0.8876712328767123
19,3864.028137263544,1.1220486005783081,0.63665,0.8698795180722891
20,4051.8008660629607,1.2931900767008464,0.5509166666666667,0.8719346049046321
21,4283.912701876628,1.3203167338689168,0.43948333333333334,0.8886649874055416
22,4497.584220465882,1.078539412689209,0.5663166666666667,0.8880733944954129
23,4697.971273391768,1.3952787265777589,0.5601666666666667,0.8798336798336799
24,4885.977646948564,0.9577894973436991,0.6501333333333333,0.8760456273764259
25,5069.203369820429,1.7849450784683227,0.43565,0.8802816901408451
26,5298.299671435881,1.6700450101852418,0.42773333333333335,0.879349593495935
27,5528.400643713301,1.5881263989130656,0.47401666666666664,0.8822995461422087
28,5714.273440414833,2.015272542444865,0.41973333333333335,0.8909090909090909
29,5899.632740141962,1.0300765973726909,0.6082833333333333,0.8829396325459318
30,6088.739450433161,1.024931604417165,0.5749166666666666,0.8748481166464156
31,6316.33838548677,1.2176890776316325,0.5596,0.8806414662084765
32,6548.216576543056,1.3291248229980468,0.5600666666666667,0.8953005464480874
33,6733.809521027566,0.8477488202412923,0.6705333333333333,0.8844670050761422
34,6942.531961825906,1.2890074513117473,0.5524666666666667,0.8782526115859449
35,7105.041617456227,1.100888988685608,0.5574,0.8844765342960289
36,7342.076277116693,1.0850668885231018,0.64615,0.884641638225256
37,7542.86035987002,1.2138257667541503,0.6041333333333333,0.8782678428227747
38,7763.6973887576,1.5718465393066405,0.5113333333333333,0.8872503840245776
39,7938.984753584451,1.1239047455469768,0.5317333333333333,0.8888239590942294
40,8164.170259565772,1.2816628806432089,0.5190666666666667,0.8864265927977839
41,8376.803495998243,1.2419332256952922,0.53275,0.8829940906106369
42,8535.402355994433,1.8503789152145387,0.5052,0.8864321608040201
43,8748.035592426904,1.0609244011561076,0.5793,0.8831044776119403
44,8998.113395693994,1.1010630659739176,0.5428166666666666,0.8901149425287357
45,9197.968922929937,1.24006339041392,0.5622,0.8901098901098901
46,9369.345492122657,1.2413250707626342,0.586,0.8900105152471083
47,9578.301577678378,1.2796754771550496,0.6686833333333333,0.8827172827172827
48,9807.164234536449,1.7956577739079793,0.47076666666666667,0.884877580412866
49,10043.426046450226,1.3706370114644368,0.5673,0.891322505800464
50,10211.857660880714,1.0938780502319336,0.5733333333333334,0.8900756564307967
