round,time,loss,acc,jfi
1,186.4861931328897,2.5365030424499513,0.1,0.4
2,410.06995505121324,2.506211719665527,0.1017,0.8
3,664.3462359032745,2.444099473953247,0.10932,0.9
4,877.4501124617206,2.5852550326538086,0.15132,0.9142857142857143
5,1065.3774169562457,2.619961639328003,0.1209,0.9302325581395349
6,1331.7361151167022,2.3545328574371336,0.18254,0.9290322580645162
7,1515.3705175901164,2.618537730331421,0.15642,0.9560975609756097
8,1789.0202200982026,2.2807061072540282,0.1618,0.9570093457943926
9,2041.7002460094964,2.3144298212432863,0.15012,0.945985401459854
10,2262.385981588397,2.4837696057128906,0.1868,0.9696969696969697
11,2458.386185576857,2.6081646202087403,0.11942,0.9827411167512691
12,2665.471937460132,2.2781528896331786,0.21138,0.976271186440678
13,2894.768259062904,2.35801339805603,0.20002,0.9726618705035971
14,3119.7792228986477,2.1462310904693602,0.19498,0.9708978328173374
15,3356.718271625089,2.5076682008361817,0.1654,0.9651474530831099
16,3594.2789524437944,2.6150605268096925,0.19546,0.9729216152019002
17,3838.832907228979,2.513556171875,0.20754,0.9775898520084566
18,4060.9949699951167,2.27705267036438,0.24598,0.9781132075471698
19,4312.8114033461425,2.300842427215576,0.18864,0.977326565143824
20,4601.581269678401,2.4356738343811033,0.22184,0.9785932721712538
21,4793.080466570144,2.196317431488037,0.20404,0.9813630041724618
22,5061.740759397744,2.131124681854248,0.21712,0.9790139064475347
23,5334.494873722734,2.0648255471801757,0.24602,0.9796296296296296
24,5599.631304055891,2.156404267120361,0.24454,0.9835645677694771
25,5807.636083515505,2.421310533065796,0.20594,0.984251968503937
26,6026.714157393602,2.212456379623413,0.2193,0.9904761904761905
27,6241.210468628504,2.2072545832824706,0.2511,0.9893129770992366
28,6437.89150445824,2.3187054569244383,0.21798,0.9892744479495268
29,6642.95653479378,2.309935026473999,0.21178,0.9923303834808259
30,6855.148690857121,2.3660539544677732,0.22226,0.9937888198757764
31,7071.901200107339,2.2832760029602053,0.26322,0.9926404131697869
32,7323.535307281776,2.1350001232147218,0.25116,0.9899697885196375
33,7595.595820840789,2.0758746598052977,0.24604,0.9905628197839682
34,7829.377919914099,2.2458220287322996,0.23156,0.9901498929336189
35,7992.693707143651,2.3154715544891356,0.19652,0.9914011127971675
36,8203.323771874804,2.3652289469909666,0.23504,0.993579300431241
37,8434.461813376933,2.1997418128967285,0.28236,0.9929283771532185
38,8682.148942939708,2.069974812011719,0.25322,0.9958620689655172
39,8900.666402903622,2.0981889572143553,0.26382,0.9945239068246833
40,9107.361545796493,2.4332095500946047,0.23362,0.9922480620155039
41,9296.946416901079,2.188945933456421,0.2527,0.9921062338620436
42,9542.864779344523,2.08618414894104,0.23496,0.993103448275862
43,9779.25471349087,2.0322159748077393,0.25752,0.992751677852349
44,9972.906390881099,2.402507993927002,0.214,0.9934573444515715
45,10195.408708927553,2.286373447341919,0.25982,0.995085995085995
46,10422.326741997176,2.349043871459961,0.21052,0.9945945945945946
47,10609.326131830492,1.9259871213150024,0.33326,0.9944850872256612
48,10869.164199852634,1.9541611378479005,0.31012,0.9949797570850203
49,11104.757670243736,2.0496145472717284,0.31446,0.9944602640434895
50,11309.075763497807,2.1605808403015136,0.29256,0.9937888198757764
