round,time,loss,acc,jfi
1,524.2708729700898,3.8434549441912496,0.023156028368794327,0.4
2,1036.4376963972832,3.833421554903612,0.02172872340425532,0.5714285714285714
3,1473.7259553449444,3.819264461977262,0.021356382978723405,0.6792452830188679
4,1959.5023435095138,3.79682956573811,0.031072695035460993,0.7032967032967034
5,2524.792958511556,3.758137486166988,0.05531028368794326,0.7194244604316546
6,3021.6208690824506,3.6837216296770894,0.11076241134751773,0.7700534759358288
7,3481.327816631103,3.517279791527606,0.21523936170212765,0.7967479674796748
8,3988.799028357645,3.1084806206885807,0.31696808510638297,0.8025078369905956
9,4520.336668070666,2.4350759105817645,0.4289804964539007,0.8286445012787724
10,5012.292026588689,1.9421889426184038,0.5040248226950355,0.8421052631578947
11,5462.0698966950995,1.6912984621440266,0.5448847517730496,0.856637168141593
12,5954.184662456662,1.5431200230037068,0.5719946808510639,0.8714069591527988
13,6485.384467220344,1.431777695899314,0.6013209219858155,0.8677792041078306
14,7025.013294212902,1.3691790348418216,0.6151241134751773,0.8711111111111111
15,7568.144837745992,1.3180984874820032,0.6254875886524822,0.8902077151335311
16,8045.752549070187,1.2773280633764064,0.6368085106382979,0.9029982363315696
17,8526.127501625404,1.2422855265935262,0.6456382978723404,0.9017160686427457
18,9013.333689760235,1.2093457526010825,0.6529343971631205,0.9050279329608939
19,9535.653091458531,1.1765713900369956,0.661241134751773,0.907605279698303
20,10023.214787990864,1.1605385248373585,0.6651152482269503,0.910643141718839
21,10570.751907630942,1.1357135711155886,0.6718173758865248,0.9173166926677067
22,11053.749857186556,1.1100238798019735,0.6789007092198581,0.9219047619047619
23,11527.785969632443,1.0847772124473085,0.6853280141843971,0.922004357298475
24,11947.866272121983,1.067320977204235,0.6888475177304965,0.9264173703256936
25,12439.94255320642,1.0419967396377672,0.6956737588652482,0.928332714444857
26,12971.6093001503,1.026838190910664,0.6990159574468086,0.9324137931034483
27,13525.226385231681,1.0032097709939836,0.7061879432624113,0.9301435406698565
28,14088.709211365302,0.9880107954038796,0.7095124113475177,0.9394847213900539
29,14592.059463155349,0.9735479509407747,0.7135460992907802,0.943089430894309
30,15151.056022741914,0.9565918587961941,0.718040780141844,0.9483667017913593
31,15672.997136318363,0.9396527432042656,0.723563829787234,0.9503090234857849
32,16193.994480205185,0.9252740072358585,0.7260017730496454,0.9532231789620665
33,16679.899287121938,0.9131919960603646,0.7293085106382978,0.9546351084812623
34,17141.24593177074,0.9009712597326184,0.7340336879432624,0.9559644407690717
35,17604.73410301083,0.8876161400815273,0.735,0.9577795152462861
36,18138.584844375902,0.8714550685544385,0.7411613475177306,0.9592894152479645
37,18614.21408590151,0.8617946165504186,0.7430053191489362,0.963745160154875
38,19003.77621594132,0.8484166375457818,0.7456028368794326,0.9612248294225328
39,19524.578175184502,0.8363302602666489,0.7487322695035461,0.9622014866360905
40,20052.145883272708,0.826520958758415,0.7516489361702128,0.9612496245118655
41,20608.433872499732,0.8147517422750487,0.7543085106382978,0.9611206403659234
42,21079.890173365024,0.804767930659842,0.7556471631205673,0.9610460365023155
43,21532.018518885874,0.7923635265844088,0.761436170212766,0.9617685305591678
44,22028.87574491585,0.7819695799908739,0.7639539007092199,0.9645036741810935
45,22498.126350642953,0.7806081637253998,0.7641400709219858,0.9673951988534576
46,22994.8676184504,0.7639802082886933,0.7691400709219858,0.9664306919387988
47,23431.689328353,0.7589353706143427,0.7701418439716312,0.966528112010501
48,23882.159150647356,0.7471945908729066,0.7726595744680851,0.9670514165792236
49,24312.81248991157,0.7425480971776002,0.772677304964539,0.9689265536723164
50,24779.82901806797,0.7316532442248459,0.7758156028368794,0.9713453132588635
