round,time,loss,acc,jfi
1,247.21999364472438,2.2093895946502684,0.4726666666666667,0.4
2,501.3482617137629,1.7235043558120728,0.6055833333333334,0.49230769230769234
3,756.3014037590264,1.0486674893697103,0.6004666666666667,0.5538461538461539
4,1054.0849832970484,0.8765194474856058,0.6668666666666667,0.6095238095238096
5,1298.2040226074223,0.8016724926948547,0.7007333333333333,0.7142857142857143
6,1585.796995429207,0.7577423820495606,0.7293833333333334,0.7783783783783784
7,1791.273848184597,0.7235883062044779,0.7360166666666667,0.8340425531914893
8,2016.557759989214,0.698784158039093,0.7469,0.832520325203252
9,2219.1739558569498,0.6846783177693685,0.7392,0.864
10,2494.9215009475433,0.6647030755678812,0.7579,0.8648648648648649
11,2725.7008256767595,0.6445651710192363,0.7663833333333333,0.88
12,3086.364083608141,0.6316695578257243,0.767,0.8727272727272727
13,3357.035346129969,0.628411113802592,0.7716333333333333,0.8836601307189542
14,3637.573897311576,0.6160249959309896,0.7696833333333334,0.8909090909090909
15,3867.3467217679904,0.6089447168032328,0.7773833333333333,0.8888888888888888
16,4146.911096982476,0.599602806186676,0.78015,0.9002197802197802
17,4426.1490496184015,0.5813562692006429,0.7857666666666666,0.8943907156673114
18,4696.4793841831015,0.5773341318448385,0.7853333333333333,0.9047120418848168
19,4926.238471019596,0.5680253923416138,0.7923333333333333,0.891358024691358
20,5152.880312123289,0.5583566897074381,0.7956333333333333,0.8839779005524862
21,5383.407692341507,0.5534434688091278,0.7974833333333333,0.8920353982300885
22,5630.598829761199,0.5508653191407522,0.7984,0.9036172695449242
23,5835.672379256591,0.5430043255488077,0.7949666666666667,0.8937697993664203
24,6106.106947010056,0.5332156793435414,0.8072166666666667,0.8930232558139535
25,6397.0494059827415,0.5287177953879039,0.8102166666666667,0.8928571428571429
26,6659.050752296296,0.5393060206731161,0.7896333333333333,0.9051046025104602
27,6915.058110582902,0.5181718804518382,0.81165,0.9133907595927956
28,7165.308560785276,0.5254430913766225,0.8051166666666667,0.9203228173147469
29,7391.732640926934,0.5070012438615163,0.8171,0.9216438356164384
30,7715.771698444089,0.5020597077051798,0.8159666666666666,0.933852140077821
31,7965.473583089875,0.5051816635290781,0.8151166666666667,0.9358490566037736
32,8199.586696143477,0.4930388459364573,0.8223833333333334,0.9405281285878301
33,8451.7584814235,0.4872728982448578,0.8250833333333333,0.9403130059363195
34,8654.631540822895,0.48413554638226824,0.827,0.9436734693877551
35,8900.844622736491,0.4806465396245321,0.8266,0.9468599033816425
36,9177.067965911456,0.48019782684644063,0.8257166666666667,0.9468493150684931
37,9397.038990075285,0.4752033298969269,0.8270833333333333,0.9445450625269513
38,9642.44390256481,0.4708745590051015,0.8309,0.948829568788501
39,9911.236730376288,0.46657136936187743,0.83175,0.952858261550509
40,10173.274179166263,0.46027853569984434,0.8363333333333334,0.950965824665676
41,10444.281392913505,0.45657425944010416,0.8367833333333333,0.9554529307282416
42,10710.328344773869,0.4522852356115977,0.8391,0.9548037889039243
43,11016.337324042388,0.4484975568930308,0.8386333333333333,0.9533999355462456
44,11336.945893870414,0.4532761919816335,0.8342166666666667,0.9554595928439235
45,11593.760272100724,0.4437914345582326,0.842,0.9565987599645704
46,11814.028178532812,0.4418557686328888,0.8422666666666667,0.954227733934611
47,12083.580395119094,0.44206789863904317,0.8394333333333334,0.9549851391515807
48,12289.20806537086,0.43461528765360513,0.8451333333333333,0.9572578551025708
49,12562.111315860222,0.43133845869700116,0.8457333333333333,0.9582439511100025
50,12827.8523167054,0.4280671570460002,0.8469333333333333,0.9583133684714902
