round,time,loss,acc,jfi,auc,roc
1,480.92560354145235,3.8461224501860056,0.039370567375886525,0.4,0.6346897329745478,0.5291971861388102
2,1077.8456136069399,3.837391326173823,0.06569148936170213,0.64,0.7532063447955212,0.5738901972271699
3,1647.762122147633,3.8234790133753567,0.07453900709219859,0.7659574468085106,0.82558917452012,0.629150170431527
4,2355.5712823170606,3.7891072330069036,0.09531028368794327,0.810126582278481,0.8729707208715567,0.7203979264266747
5,2752.5318646212854,3.7334571087614017,0.13118794326241134,0.8130081300813008,0.893369185995156,0.7956339281180563
6,3361.1077118605713,3.58555526300525,0.2124468085106383,0.8470588235294118,0.9104410941996866,0.8670468012647404
7,4060.2341652863315,3.169462224135162,0.35171985815602835,0.8412017167381974,0.931057334908842,0.917431074430053
8,4448.164375736271,2.7232492871656486,0.4150354609929078,0.8421052631578947,0.9416499221078735,0.9339694913189661
9,5173.925725917386,2.2406879873478664,0.42329787234042554,0.8571428571428571,0.9526403302947374,0.9456927607759715
10,5894.62305785914,1.7336217212000637,0.548918439716312,0.851063829787234,0.9631816163338985,0.9637766791528138
11,6230.229257192681,1.710562120227949,0.5133953900709219,0.8689407540394973,0.9644750663689099,0.9619467299820824
12,6980.520189698618,1.4750671573057241,0.5910195035460993,0.8753799392097265,0.9695183487350961,0.9703682249799008
13,7403.320276658969,1.4236677161007063,0.5932978723404255,0.8633461047254151,0.9713555466019762,0.9721586999200953
14,8181.505147933849,1.342948913337491,0.6115514184397163,0.8740245261984393,0.9737173261801059,0.9748273851777107
15,8711.891547978039,1.3119266495467923,0.6190514184397163,0.8670520231213873,0.9746299403683574,0.9758815138422798
16,9040.23288197743,1.292491349159403,0.622322695035461,0.8663282571912013,0.9756998968531582,0.9764046266693073
17,9812.81712470944,1.2382182424964634,0.6394148936170213,0.8777524677296887,0.977020902713537,0.9782925944346783
18,10419.501002802217,1.199773189463514,0.6508244680851064,0.8780487804878049,0.9781591371078093,0.9793797855460096
19,10981.240011895727,1.1773343300312122,0.6540514184397163,0.8762135922330098,0.9789908349473866,0.9802408753047003
20,11492.930196367204,1.165540560762933,0.658563829787234,0.872885979268958,0.9795779350877534,0.9806153677125158
21,12228.069164479843,1.124340872561678,0.6725,0.8784860557768924,0.9806506627254858,0.9817960814921134
22,12614.645429775319,1.1452774103651655,0.6638031914893617,0.8732521425349572,0.9805939409561621,0.9811987040605598
23,13215.200306946479,1.0798204147054793,0.6842641843971631,0.8772802653399668,0.9819527640061285,0.9832598937121867
24,13925.785700164051,1.0942006272458016,0.6758244680851064,0.8783835303088067,0.9820976344883852,0.9829393060705082
25,14543.68980772023,1.0395136663761544,0.6951418439716313,0.8790436005625879,0.9832227903930902,0.9844502777036275
26,14944.968149351133,1.0483536626261176,0.6885106382978723,0.8770677911125527,0.9833143879204569,0.9842328279050089
27,15650.149068325616,1.0040535359686993,0.7034308510638297,0.8764652840396754,0.9842027192783817,0.9854573677853335
28,16086.999642408524,1.023540946811649,0.6935283687943262,0.875733035464954,0.9841908769850449,0.9850455548864931
29,16903.33158260023,0.9729907242457072,0.712854609929078,0.8822449514817728,0.985170178999319,0.9863740332116037
30,17454.492669089832,0.9737677850452721,0.7074822695035461,0.8808416931734768,0.9853432109784535,0.986367590335048
31,18020.80221053611,0.9506939498076202,0.718404255319149,0.8828663298116675,0.9858205878526827,0.9869394675561439
32,18509.338249358458,0.97650345017724,0.7015070921985815,0.8793473593817089,0.9856892214962998,0.9864066446733746
33,18969.034963373626,0.9378769266859014,0.7194946808510638,0.8784029038112523,0.9863383329237975,0.9873849463342214
34,19569.763358121803,0.9250981057282035,0.7220833333333333,0.8792546111428028,0.9867159723426739,0.9877231485832553
35,20380.16068801216,0.9018758633458023,0.7298404255319149,0.8822470291681671,0.9872744166120617,0.988337893187803
36,20942.12367797865,0.8945666217803955,0.7308156028368794,0.8829841594276955,0.9874062279974819,0.98845410251629
37,21464.812481134344,0.8878585289894266,0.7321542553191489,0.8822297406154341,0.9876647214914818,0.9886488861442976
38,22002.422020280774,0.865034664877763,0.740540780141844,0.8792814735880652,0.9880744968730727,0.9891923623882412
39,22433.077959569207,0.8637306163327914,0.7392375886524822,0.8793178204942911,0.9882450358223481,0.9892704892650672
40,23302.685174410457,0.842975829848161,0.7450531914893617,0.883245928788297,0.9886750426800675,0.9897747121160645
41,23759.93741858979,0.9079217026081491,0.7220833333333333,0.8831100604150249,0.9878137777922318,0.9882954813417347
42,24376.549491488073,0.8242860519125107,0.7500531914893617,0.8836568566061365,0.9891006821182161,0.9902103179970416
43,24822.46859969683,0.819588590243184,0.7498581560283688,0.8835264603989965,0.9892892977422526,0.9903459219268712
44,25599.029020886264,0.8092813256784533,0.7529255319148936,0.8803001023076049,0.9895266563319071,0.9905715936930716
45,26000.46644401481,0.8235461816043719,0.749645390070922,0.881201044386423,0.9894051332517474,0.9902712697368297
46,26827.65125153836,0.7958318571165098,0.756241134751773,0.8839686684073107,0.9899931784564832,0.9908646997119275
47,27142.743123419867,0.7860786763488824,0.7596719858156028,0.8827172827172827,0.9901681302356359,0.9911482948390067
48,27760.14991130756,0.7762691653873903,0.7627393617021276,0.8834355828220859,0.9903065686350089,0.9913176791771776
49,28447.802092658156,0.7631374506409286,0.7666400709219858,0.8836139479252921,0.9905043304007349,0.9915678437979756
50,28926.94984910863,0.7621409260803926,0.7659131205673759,0.8829242450997704,0.9906897499582433,0.9916553946909723
