round,time,loss,acc,jfi,auc,roc
1,166.71891027980192,1.9523945589701335,0.4653,0.4,0.9004747070987653,0.8887865731481481
2,333.43782055960384,0.919318292649587,0.6592166666666667,0.4,0.9546822395061726,0.9561669383641973
3,500.1567308394058,0.7583276101748149,0.7293166666666666,0.4,0.962260301851852,0.9689571283796297
4,666.8756411192077,0.6929284831364949,0.7393666666666666,0.4,0.9668483498456789,0.9735736489197531
5,833.5945513990096,0.6540367878278096,0.76345,0.4,0.9691694273148148,0.9765679521450618
6,1000.3134616788114,0.6209131959279378,0.7757333333333334,0.4,0.9714854095679012,0.9790056628240741
7,1167.0323719586133,0.6103013111432394,0.7673166666666666,0.4,0.972291298302469,0.979112235324074
8,1333.7512822384153,0.5920820486068725,0.7871666666666667,0.4,0.9732353339506172,0.9803207509722222
9,1500.4701925182173,0.562851873366038,0.7973166666666667,0.4,0.9749348864197531,0.9824966749228395
10,1667.1891027980193,0.5480328581651052,0.8021166666666667,0.4,0.9759263623456789,0.9831999877623457
11,1833.9080130778214,0.5300883653799693,0.8096,0.4,0.9769400024691357,0.9843637546141975
12,2000.6269233576234,0.5352917999267578,0.7961833333333334,0.4,0.977647500617284,0.9838178556790123
13,2167.345833637425,0.5030813283284505,0.8207333333333333,0.4,0.9791114484567901,0.985879911265432
14,2334.064743917227,0.4987605709075928,0.823,0.4,0.9800225467592594,0.9860907591666666
15,2500.783654197029,0.48902035272916156,0.8249,0.4,0.9802262708333334,0.9865574056018518
16,2667.502564476831,0.47831580969492593,0.8287166666666667,0.4,0.9811767407407407,0.9872190775771605
17,2834.221474756633,0.47365174973805746,0.8318833333333333,0.4,0.9818364064814815,0.9874493843364196
18,3000.940385036435,0.4711061000029246,0.8328166666666666,0.4,0.9816660453703703,0.9874584200771606
19,3167.659295316237,0.46310046366055807,0.8352833333333334,0.4,0.9830777435185185,0.9880319859567901
20,3334.378205596039,0.461213836145401,0.83385,0.4,0.9832135345679012,0.9880379483487655
21,3501.097115875841,0.4387341183344523,0.8439833333333333,0.4,0.9839001552469137,0.9890404056018518
22,3667.816026155643,0.43482312394777933,0.8443,0.4,0.9841601276234568,0.9892994007716049
23,3834.534936435445,0.4297598271052043,0.8459166666666667,0.4,0.9844756192901235,0.9894889479475311
24,4001.253846715247,0.42199997007052104,0.8471833333333333,0.4,0.9846621743827159,0.9898036676080247
25,4167.972756995049,0.4231223438421885,0.8447166666666667,0.4,0.9849410720679013,0.9897888899074074
26,4334.691667274851,0.428407422765096,0.8422166666666666,0.4,0.9854266902777777,0.989483875462963
27,4501.410577554653,0.408677518415451,0.8545333333333334,0.4,0.9860421574074074,0.9904737203858025
28,4668.129487834455,0.4007776232242584,0.8559166666666667,0.4,0.9863337418209877,0.9907695087808643
29,4834.848398114257,0.39895523041089376,0.8573166666666666,0.4,0.9864900595679013,0.9908860332098766
30,5001.567308394059,0.3897010044892629,0.86245,0.4,0.9869541935185187,0.9913136002314815
31,5168.286218673861,0.38829058300654096,0.8616,0.4,0.9871012050925927,0.9913150690123458
32,5335.005128953663,0.4064466786543528,0.8528666666666667,0.4,0.9870326384259259,0.9905117922685186
33,5501.724039233465,0.37955231703122455,0.8649333333333333,0.4,0.9875777016975309,0.9916622774537037
34,5668.442949513267,0.3823865865866343,0.8653,0.4,0.9875263254629629,0.9916340707870371
35,5835.161859793069,0.37524692775408425,0.8676166666666667,0.4,0.9879106330246914,0.9919225624845679
36,6001.880770072871,0.38796316938400266,0.8608166666666667,0.4,0.9877248703703703,0.9913763830555555
37,6168.599680352673,0.37482312328020734,0.8679833333333333,0.4,0.988103662962963,0.9918973339969136
38,6335.318590632475,0.37206318168640135,0.86525,0.4,0.9882657270061728,0.9920121980401235
39,6502.037500912277,0.38170380765597023,0.8627666666666667,0.4,0.9881153239197531,0.9916287379012345
40,6668.756411192079,0.371950248670578,0.8656833333333334,0.4,0.9883108529320987,0.9920203783950617
41,6835.475321471881,0.35870910797119143,0.8708166666666667,0.4,0.9888324564814817,0.9925018549999999
42,7002.194231751683,0.36304612402915953,0.8688333333333333,0.4,0.9886786839506174,0.9922882444290122
43,7168.913142031485,0.35292057795524595,0.8732333333333333,0.4,0.9890680282407407,0.9927210697685185
44,7335.632052311287,0.3551529933929443,0.87135,0.4,0.988996436419753,0.9926254286882717
45,7502.350962591089,0.3536108196258545,0.87235,0.4,0.9893101092592593,0.9926876169907408
46,7669.069872870891,0.34940310436884564,0.8742833333333333,0.4,0.9895516827160493,0.9929296127314814
47,7835.788783150693,0.36051109139124554,0.8683833333333333,0.4,0.9892519487654321,0.9924121095524692
48,8002.507693430495,0.34717922507921856,0.8745,0.4,0.9896609361111111,0.9929374291975309
49,8169.226603710297,0.3411970520337423,0.87745,0.4,0.9898159851851851,0.9931666849074074
50,8335.945513990098,0.34471010184288026,0.8749333333333333,0.4,0.9895261054012344,0.9930629777469135
